# BANNER FILE NOT PROVIDED (-b option)
# BULK_EXTRACTOR-Version: 2.0.0
# Feature-Recorder: telephone
# Filename: /media/sf_Echo_Show_8_-_Image/EMMC_8GTF4R_ROM1_000000000000_0001D2000000.bin
# Histogram-File-Version: 1.1
n=41	04444444444444444
n=31	111111111111111111
n=22	2798978338
n=18	000000000000000000
n=15	44444444
n=14	8882831678
n=9	000000000008
n=8	05720031905
n=8	05738031315
n=7	0914806091414
n=7	0999999999999999
n=7	11111111117
n=7	444444444444444444
n=6	010803949368
n=6	038468776046
n=6	0406575606699
n=6	06888668888
n=6	091406091414
n=6	1452461345
n=6	16505552222
n=6	2522277014
n=6	7508751000
n=5	04038888989093
n=5	08408918014140891
n=5	4444442
n=4	030337415317
n=4	031111111111111
n=4	03196389668
n=4	041413055990120
n=4	050587795978
n=4	050587795978952
n=4	05390498917797
n=4	06469099878
n=4	0888888888888888
n=4	09999999999999
n=4	1231231235
n=4	1231241235
n=4	1231451246
n=4	4122684387
n=4	4122687395
n=4	4444444444444444
n=4	5885867945
n=4	616914
n=3	03005005005
n=3	033333433333
n=3	0340403314009
n=3	04038900404
n=3	040389004404
n=3	04599287387
n=3	05555555550
n=3	055555555559
n=3	0840014140891
n=3	09025525563
n=3	097888888888
n=3	1612222
n=3	1618001716
n=3	2062664064
n=3	2062667010
n=3	222222222222222222
n=3	2341231235
n=3	3
n=3	4
n=3	4488888875
n=2	011111111111
n=2	040385990498990
n=2	05545054505452
n=2	060095960095
n=2	070701000493
n=2	07851527049
n=2	0793117337382
n=2	087704777077
n=2	09581463102382
n=2	098883693080
n=2	0988838369308080
n=2	1231231246
n=2	1244562456
n=2	1282241080
n=2	1341351235
n=2	1451231235
n=2	1451361345
n=2	19631
n=2	2222222222
n=2	2341351345
n=2	2342341246
n=2	2721127211
n=2	3633433733
n=2	400000000000000000
n=2	40004000000000000
n=2	444444444444
n=2	4555555552
n=2	488888888888888888
n=2	491793000333
n=2	51502515
n=2	6273429990
n=2	8445825392
n=1	00000000000
n=1	01044354457
n=1	010803949364511
n=1	01111111111111111
n=1	011212078227
n=1	01658490188165841
n=1	0165849018819
n=1	0188984153368
n=1	02347
n=1	0237499000025
n=1	025337157253
n=1	02592031569
n=1	02633839526
n=1	026864094134507
n=1	028757028267298
n=1	0301000001000000
n=1	030300193333526
n=1	03033511535319
n=1	03232104494
n=1	03232124494
n=1	03232184494
n=1	0370482704432
n=1	037273797373
n=1	04039184003391
n=1	04075396089340820
n=1	04113105506553
n=1	044444444444447
n=1	0566669286666
n=1	05754790051
n=1	057615161609088
n=1	057946465829
n=1	05870505852030
n=1	0595901055068
n=1	0614784719188
n=1	06151517292
n=1	06379879947747
n=1	06902412232
n=1	070701000002
n=1	070958098870
n=1	07135174451737
n=1	0731658953545
n=1	07742368775455
n=1	07777777777728
n=1	0779908089008
n=1	078990808970858
n=1	080008000088000
n=1	084040830898
n=1	0840824914024
n=1	084083081983
n=1	08408314085
n=1	08420133333333
n=1	08454039374
n=1	084908004095399
n=1	08515100005
n=1	08595565510
n=1	0879999999999957
n=1	08888888888
n=1	0888888888888886
n=1	0911680000009
n=1	0918440908099892
n=1	09500000000
n=1	097174671744
n=1	098757480887
n=1	0995010015895
n=1	1101174
n=1	111111111
n=1	111111111111111
n=1	11111111111111111
n=1	11111111111111119
n=1	1203330400
n=1	1231351245
n=1	1251351235
n=1	1251351245
n=1	1253452345
n=1	1302076667
n=1	1341351345
n=1	1351351345
n=1	1352341246
n=1	1352561246
n=1	1361232345
n=1	1492501080
n=1	1499999994
n=1	1682313080
n=1	1722823131
n=1	1875875157
n=1	1916006
n=1	1921689928080
n=1	196006
n=1	2102292440
n=1	2220622206
n=1	2221022210
n=1	224007240074
n=1	22502025020
n=1	2260322603
n=1	2260622606
n=1	2301308980
n=1	2367982363
n=1	236894
n=1	31654501233
n=1	3333333337
n=1	3371401330
n=1	3381104925
n=1	3819813812
n=1	4042140421
n=1	41
n=1	4103384444
n=1	4220242202
n=1	4444444
n=1	4444448
n=1	4750589664
n=1	4899499920
n=1	496641425565743454
n=1	5025799842
n=1	5025799848
n=1	520802
n=1	5457402
n=1	579335
n=1	5859698904
n=1	5879738358
n=1	5896035890
n=1	5962801324
n=1	6627561142
n=1	7212333241
n=1	7481914709
n=1	7728483909
n=1	77777777
n=1	8882824664
n=1	90372603726
n=1	9458877395
